,Sequencing_ID,Country,Source,Strain,Facility,Population,Collection_date,Sample_type,Preservative,Preservation time of faecal sample,Animal_ID,Birthdate,Body_mass_g,Sex,Health_status,Sample used in cross-sectional lab vs wild analyses,"Sample used in longitudinal, microbiota distance-based lab vs wild analyses","Sample used in longitudinal, ASV retention lab vs wild analyses",Sample used in mainland vs island analyses,Sample used in sample preservative analyses,Sample used in faecal sample exposure analyses
Sample1339,Sample1339,UK,Wild,NA,NA,Skokholm,04/09/2020,Faeces,Shield,NA,X041A1F294B,NA,17.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1340,Sample1340,UK,Wild,NA,NA,Skokholm,20/09/2020,Faeces,Shield,NA,SK0234,NA,17.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1341,Sample1341,UK,Wild,NA,NA,Skokholm,04/09/2020,Faeces,Shield,NA,SK0235,NA,16.8,Male,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample1342,Sample1342,UK,Wild,NA,NA,Skokholm,29/04/2021,Faeces,Shield,NA,SK0333,NA,25,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1344,Sample1344,UK,Wild,NA,NA,Skokholm,29/04/2021,Faeces,Shield,NA,SK0237,NA,24,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1345,Sample1345,UK,Wild,NA,NA,Skokholm,15/04/2021,Faeces,Shield,NA,SK0319,NA,17.7,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1346,Sample1346,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,NA,X041A1F26B6,NA,20,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1350,Sample1350,UK,Wild,NA,NA,Skokholm,29/08/2020,Faeces,Shield,NA,SK0227,NA,19.9,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1352,Sample1352,UK,Wild,NA,NA,Skokholm,28/09/2020,Faeces,Shield,NA,X041A1F2DB5,NA,20.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1353,Sample1353,UK,Wild,NA,NA,Skokholm,29/08/2020,Faeces,Shield,NA,SK0230,NA,23.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1355,Sample1355,UK,Wild,NA,NA,Skokholm,29/08/2020,Faeces,Shield,NA,SK0226,NA,19.2,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1359,Sample1359,UK,Wild,NA,NA,Skokholm,28/04/2021,Faeces,Shield,NA,SK0237,NA,24.7,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1361,Sample1361,UK,Wild,NA,NA,Skokholm,28/08/2020,Faeces,Shield,NA,SK0229,NA,19.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1362,Sample1362,UK,Wild,NA,NA,Skokholm,27/08/2020,Faeces,Shield,NA,SK0226,NA,19.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1363,Sample1363,UK,Wild,NA,NA,Skokholm,25/09/2019,Faeces,Shield,NA,SK0065,NA,22.5,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1364,Sample1364,UK,Wild,NA,NA,Skokholm,16/04/2021,Faeces,Shield,NA,SK0284,NA,20.2,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1365,Sample1365,UK,Wild,NA,NA,Skokholm,19/09/2020,Faeces,Shield,NA,SK0278,NA,12,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1366,Sample1366,UK,Wild,NA,NA,Skokholm,22/04/2021,Faeces,Shield,NA,SK0329,NA,19.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1367,Sample1367,UK,Wild,NA,NA,Skokholm,23/08/2020,Faeces,Shield,NA,X041A1F2324,NA,23.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1371,Sample1371,UK,Wild,NA,NA,Skokholm,20/09/2020,Faeces,Shield,NA,SK0291,NA,18.9,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1372,Sample1372,UK,Wild,NA,NA,Skokholm,24/04/2021,Faeces,Shield,NA,X041A1F25AE,NA,24.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1373,Sample1373,UK,Wild,NA,NA,Skokholm,01/10/2019,Faeces,Shield,NA,SK0068,NA,17.3,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1374,Sample1374,UK,Wild,NA,NA,Skokholm,22/04/2021,Faeces,Shield,NA,SK0342,NA,20.8,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1375,Sample1375,UK,Wild,NA,NA,Skokholm,18/09/2020,Faeces,Shield,NA,SK0234,NA,17.8,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1377,Sample1377,UK,Wild,NA,NA,Skokholm,22/09/2020,Faeces,Shield,NA,X041A1F2404,NA,20.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1380,Sample1380,UK,Wild,NA,NA,Skokholm,26/09/2020,Faeces,Shield,NA,SK0224,NA,25.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1381,Sample1381,UK,Wild,NA,NA,Skokholm,04/09/2020,Faeces,Shield,NA,SK0203,NA,19.2,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1383,Sample1383,UK,Wild,NA,NA,Skokholm,28/04/2021,Faeces,Shield,NA,SK0338,NA,17.5,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1384,Sample1384,UK,Wild,NA,NA,Skokholm,26/09/2020,Faeces,Shield,NA,SK0250,NA,19.2,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1385,Sample1385,UK,Wild,NA,NA,Skokholm,25/04/2021,Faeces,Shield,NA,SK0319,NA,16.1,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample1386,Sample1386,UK,Wild,NA,NA,Skokholm,19/09/2020,Faeces,Shield,NA,SK0287,NA,21.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample761,Sample761,UK,Wild,NA,NA,Skokholm,19/04/2021,Faeces,Shield,NA,SK0309,NA,18.3,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample763,Sample763,UK,Wild,NA,NA,Skokholm,20/04/2021,Faeces,Shield,NA,SK0329,NA,18.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample764,Sample764,UK,Wild,NA,NA,Skokholm,16/04/2021,Faeces,Shield,NA,SK0323,NA,19.1,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample765,Sample765,UK,Wild,NA,NA,Skokholm,16/07/2019,Faeces,Shield,NA,SK0041,NA,24.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample768,Sample768,UK,Wild,NA,NA,Skokholm,28/04/2021,Faeces,Shield,NA,SK0333,NA,24,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample769,Sample769,UK,Wild,NA,NA,Skokholm,18/09/2019,Faeces,Shield,NA,SK0056,NA,17.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample770,Sample770,UK,Wild,NA,NA,Skokholm,28/04/2021,Faeces,Shield,NA,SK0339,NA,19.1,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample771,Sample771,UK,Wild,NA,NA,Skokholm,23/09/2019,Faeces,DNA/RNA Shield,NA,X041918331E,NA,11.8,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample773,Sample773,UK,Wild,NA,NA,Skokholm,30/04/2019,Faeces,DNA/RNA Shield,NA,SK0001,NA,26,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample777,Sample777,UK,Wild,NA,NA,Skokholm,22/09/2019,Faeces,Shield,NA,SK0090,NA,18.9,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample779,Sample779,UK,Wild,NA,NA,Skokholm,20/04/2021,Faeces,Shield,NA,X041A1F3083,NA,17.7,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample781,Sample781,UK,Wild,NA,NA,Skokholm,12/09/2020,Faeces,Shield,NA,X041A1F31EF,NA,11.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample782,Sample782,UK,Wild,NA,NA,Skokholm,20/09/2019,Faeces,Shield,NA,SK0066,NA,21.2,Female,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample783,Sample783,UK,Wild,NA,NA,Skokholm,15/04/2021,Faeces,Shield,NA,SK0284,NA,20.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample784,Sample784,UK,Wild,NA,NA,Skokholm,16/04/2021,Faeces,Shield,NA,SK0322,NA,24,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample785,Sample785,UK,Wild,NA,NA,Skokholm,15/09/2020,Faeces,Shield,NA,SK0271,NA,25,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample788,Sample788,UK,Wild,NA,NA,Skokholm,02/05/2019,Faeces,Shield,NA,SK0015,NA,16.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample790,Sample790,UK,Wild,NA,NA,Skokholm,16/04/2021,Faeces,Shield,NA,SK0319,NA,17.5,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample791,Sample791,UK,Wild,NA,NA,Skokholm,25/09/2019,Faeces,Shield,NA,X041918200B,NA,13.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample797,Sample797,UK,Wild,NA,NA,Skokholm,22/04/2021,Faeces,Shield,NA,SK0237,NA,24.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample799,Sample799,UK,Wild,NA,NA,Skokholm,20/04/2021,Faeces,Shield,NA,SK0339,NA,20.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample801,Sample801,UK,Wild,NA,NA,Skokholm,23/04/2021,Faeces,Shield,NA,SK0326,NA,21.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample802,Sample802,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,NA,SK0235,NA,18.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample803,Sample803,UK,Wild,NA,NA,Skokholm,20/09/2019,Faeces,Shield,NA,SK0069,NA,18.4,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample805,Sample805,UK,Wild,NA,NA,Skokholm,23/09/2019,Faeces,Shield,NA,SK0092,NA,17.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample806,Sample806,UK,Wild,NA,NA,Skokholm,16/04/2021,Faeces,Shield,NA,X041A1F25AE,NA,25,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample807,Sample807,UK,Wild,NA,NA,Skokholm,06/09/2020,Faeces,Shield,10:08:31,Sample807,NA,NA,Unknown,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Sample808,Sample808,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,NA,X041A1F2FC6,NA,14.6,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample809,Sample809,UK,Wild,NA,NA,Skokholm,16/09/2020,Faeces,Shield,NA,SK0267,NA,8.8,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample811,Sample811,UK,Wild,NA,NA,Skokholm,29/04/2021,Faeces,Shield,NA,SK0309,NA,23.1,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample812,Sample812,UK,Wild,NA,NA,Skokholm,23/09/2019,Faeces,DNA/RNA Shield,NA,SK0105,NA,19.1,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample813,Sample813,UK,Wild,NA,NA,Skokholm,04/09/2020,Faeces,Shield,NA,SK0223,NA,5.8,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample814,Sample814,UK,Wild,NA,NA,Skokholm,27/09/2019,Faeces,Shield,19:19:27,SK0158,NA,22.1,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
Sample815,Sample815,UK,Wild,NA,NA,Skokholm,16/09/2020,Faeces,Shield,11:39:12,X041A1F2324,NA,24.6,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample820,Sample820,UK,Wild,NA,NA,Skokholm,23/04/2021,Faeces,Shield,NA,X041A1F25AE,NA,24.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample821,Sample821,UK,Wild,NA,NA,Skokholm,18/07/2019,Faeces,Shield,NA,X041A556696,NA,19.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample822,Sample822,UK,Wild,NA,NA,Skokholm,18/09/2020,Faeces,Shield,NA,SK0281,NA,14.3,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample823,Sample823,UK,Wild,NA,NA,Skokholm,22/09/2019,Faeces,Shield,NA,SK0092,NA,18.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample824,Sample824,UK,Wild,NA,NA,Skokholm,20/07/2019,Faeces,DNA/RNA Shield,NA,SK0053,NA,10,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample825,Sample825,UK,Wild,NA,NA,Skokholm,16/04/2021,Faeces,Shield,NA,SK0281,NA,20.1,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample826,Sample826,UK,Wild,NA,NA,Skokholm,26/09/2019,Faeces,Shield,17:01:44,X041917EDD6,NA,21,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample828,Sample828,UK,Wild,NA,NA,Skokholm,10/07/2019,Faeces,Shield,NA,SK0019,NA,25.9,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample829,Sample829,UK,Wild,NA,NA,Skokholm,18/09/2020,Faeces,Shield,NA,SK0223,NA,7.2,Unknown,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Sample830,Sample830,UK,Wild,NA,NA,Skokholm,23/04/2021,Faeces,Shield,NA,SK0344,NA,22.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample832,Sample832,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,NA,SK0312,NA,9.4,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample834,Sample834,UK,Wild,NA,NA,Skokholm,15/09/2020,Faeces,Shield,08:46:04,X041A1F2324,NA,25.5,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample837,Sample837,UK,Wild,NA,NA,Skokholm,22/09/2020,Faeces,Shield,NA,SK0294,NA,24.5,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample839,Sample839,UK,Wild,NA,NA,Skokholm,22/09/2019,Faeces,Shield,18:25:10,SK0045,NA,23.8,Female,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample840,Sample840,UK,Wild,NA,NA,Skokholm,17/04/2021,Faeces,Shield,NA,SK0322,NA,22.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample841,Sample841,UK,Wild,NA,NA,Skokholm,24/09/2020,Faeces,Shield,NA,SK0295,NA,17.8,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample842,Sample842,UK,Wild,NA,NA,Skokholm,26/09/2019,Faeces,Shield,NA,SK0074,NA,20.6,Male,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample845,Sample845,UK,Wild,NA,NA,Skokholm,11/07/2019,Faeces,Shield,NA,SK0027,NA,28,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample846,Sample846,UK,Wild,NA,NA,Skokholm,06/09/2020,Faeces,Shield,NA,X041A1F2FC6,NA,16.9,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample850,Sample850,UK,Wild,NA,NA,Skokholm,29/08/2020,Faeces,Shield,NA,SK0205,NA,15.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample853,Sample853,UK,Wild,NA,NA,Skokholm,15/09/2020,Faeces,Shield,NA,SK0262,NA,24.9,Female,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample855,Sample855,UK,Wild,NA,NA,Skokholm,17/07/2019,Faeces,Shield,NA,SK0022,NA,22,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample856,Sample856,UK,Wild,NA,NA,Skokholm,12/09/2020,Faeces,Shield,NA,SK0272,NA,19.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample858,Sample858,UK,Wild,NA,NA,Skokholm,17/04/2021,Faeces,Shield,NA,SK0324,NA,20.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample859,Sample859,UK,Wild,NA,NA,Skokholm,19/07/2019,Faeces,Shield,NA,SK0014,NA,24.3,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample860,Sample860,UK,Wild,NA,NA,Skokholm,15/09/2020,Faeces,Shield,NA,SK0222,NA,25.4,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample861,Sample861,UK,Wild,NA,NA,Skokholm,15/04/2021,Faeces,Shield,NA,SK0323,NA,18.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample863,Sample863,UK,Wild,NA,NA,Skokholm,14/09/2020,Faeces,Shield,NA,X041A1F2990,NA,26.5,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample865,Sample865,UK,Wild,NA,NA,Skokholm,20/07/2019,Faeces,Shield,NA,SK0050,NA,26.1,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample867,Sample867,UK,Wild,NA,NA,Skokholm,18/07/2019,Faeces,Shield,NA,SK0036,NA,25.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample868,Sample868,UK,Wild,NA,NA,Skokholm,22/09/2019,Faeces,Shield,NA,SK0094,NA,14.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample869,Sample869,UK,Wild,NA,NA,Skokholm,01/10/2019,Faeces,Shield,NA,SK0046,NA,NA,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample871,Sample871,UK,Wild,NA,NA,Skokholm,19/09/2019,Faeces,Shield,NA,SK0063,NA,21.9,Female,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample872,Sample872,UK,Wild,NA,NA,Skokholm,20/07/2019,Faeces,Shield,NA,SK0013,NA,23.2,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample874,Sample874,UK,Wild,NA,NA,Skokholm,30/04/2019,Faeces,DNA/RNA Shield,NA,SK0002,NA,23.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample875,Sample875,UK,Wild,NA,NA,Skokholm,18/09/2020,Faeces,Shield,NA,SK0235,NA,14.7,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample877,Sample877,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,NA,SK0234,NA,15.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample879,Sample879,UK,Wild,NA,NA,Skokholm,28/09/2020,Faeces,Shield,NA,X041A1F2FC6,NA,17.7,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample881,Sample881,UK,Wild,NA,NA,Skokholm,20/09/2019,Faeces,Shield,NA,SK0054,NA,26.2,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample882,Sample882,UK,Wild,NA,NA,Skokholm,17/07/2019,Faeces,DNA/RNA Shield,NA,SK0044,NA,11.8,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample886,Sample886,UK,Wild,NA,NA,Skokholm,11/07/2019,Faeces,Shield,NA,SK0022,NA,16.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample888,Sample888,UK,Wild,NA,NA,Skokholm,15/07/2019,Faeces,Shield,NA,SK0002,NA,24,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample889,Sample889,UK,Wild,NA,NA,Skokholm,26/09/2020,Faeces,Shield,NA,X041A1F2DB5,NA,20.4,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample890,Sample890,UK,Wild,NA,NA,Skokholm,12/09/2020,Faeces,Shield,11:36:34,SK0273,NA,28.5,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample891,Sample891,UK,Wild,NA,NA,Skokholm,23/09/2019,Faeces,Shield,NA,SK0108,NA,12.7,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample892,Sample892,UK,Wild,NA,NA,Skokholm,28/04/2021,Faeces,Shield,NA,SK0342,NA,22.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample893,Sample893,UK,Wild,NA,NA,Skokholm,27/04/2021,Faeces,Shield,NA,SK0348,NA,14.2,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample894,Sample894,UK,Wild,NA,NA,Skokholm,23/09/2019,Faeces,Shield,18:56:02,X0419180E69,NA,21.3,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample896,Sample896,UK,Wild,NA,NA,Skokholm,27/09/2020,Faeces,Shield,NA,SK0249,NA,18.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample898,Sample898,UK,Wild,NA,NA,Skokholm,10/07/2019,Faeces,Shield,NA,SK0021,NA,23,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample903,Sample903,UK,Wild,NA,NA,Skokholm,27/04/2021,Faeces,Shield,NA,SK0331,NA,19.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample904,Sample904,UK,Wild,NA,NA,Skokholm,12/07/2019,Faeces,Shield,NA,SK0009,NA,24.2,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample905,Sample905,UK,Wild,NA,NA,Skokholm,16/09/2020,Faeces,Shield,NA,SK0276,NA,21.5,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
Sample907,Sample907,UK,Wild,NA,NA,Skokholm,23/09/2019,Faeces,Shield,NA,SK0083,NA,16.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample908,Sample908,UK,Wild,NA,NA,Skokholm,16/07/2019,Faeces,Shield,NA,SK0027,NA,29.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample910,Sample910,UK,Wild,NA,NA,Skokholm,30/09/2019,Faeces,Shield,NA,SK0114,NA,13.8,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample911,Sample911,UK,Wild,NA,NA,Skokholm,13/07/2019,Faeces,Shield,NA,SK0030,NA,15.1,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample914,Sample914,UK,Wild,NA,NA,Skokholm,19/09/2019,Faeces,Shield,NA,SK0062,NA,12.8,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample915,Sample915,UK,Wild,NA,NA,Skokholm,04/09/2020,Faeces,Shield,NA,SK0205,NA,14.9,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample916,Sample916,UK,Wild,NA,NA,Skokholm,28/04/2021,Faeces,Shield,NA,SK0335,NA,20.6,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample919,Sample919,UK,Wild,NA,NA,Skokholm,18/09/2020,Faeces,Shield,NA,SK0278,NA,10.4,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample921,Sample921,UK,Wild,NA,NA,Skokholm,15/04/2021,Faeces,Shield,NA,SK0321,NA,24.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample922,Sample922,UK,Wild,NA,NA,Skokholm,27/09/2019,Faeces,Shield,NA,SK0083,NA,16.8,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample925,Sample925,UK,Wild,NA,NA,Skokholm,17/07/2019,Faeces,Shield,NA,SK0038,NA,13.6,Unknown,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample927,Sample927,UK,Wild,NA,NA,Skokholm,04/09/2020,Faeces,Shield,NA,X041A1F31EF,NA,7.8,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample928,Sample928,UK,Wild,NA,NA,Skokholm,15/04/2021,Faeces,Shield,NA,SK0322,NA,22.6,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample929,Sample929,UK,Wild,NA,NA,Skokholm,30/04/2019,Faeces,Shield,NA,SK0003,NA,25,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample930,Sample930,UK,Wild,NA,NA,Skokholm,03/09/2020,Faeces,Shield,09:27:52,X041A1F2DB5,NA,20.8,Male,NA,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
Sample931,Sample931,UK,Wild,NA,NA,Skokholm,20/09/2020,Faeces,Shield,NA,SK0226,NA,18,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample934,Sample934,UK,Wild,NA,NA,Skokholm,22/09/2019,Faeces,Shield,NA,SK0102,NA,24.1,Female,NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
Sample935,Sample935,UK,Wild,NA,NA,Skokholm,30/09/2019,Faeces,DNA/RNA Shield,NA,SK0162,NA,11.7,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample937,Sample937,UK,Wild,NA,NA,Skokholm,30/09/2019,Faeces,Shield,NA,SK0167,NA,19.9,Female,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample941,Sample941,UK,Wild,NA,NA,Skokholm,30/09/2019,Faeces,Shield,NA,SK0095,NA,19.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample942,Sample942,UK,Wild,NA,NA,Skokholm,10/09/2020,Faeces,Shield,NA,SK0209,NA,27,Male,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
Sample943,Sample943,UK,Wild,NA,NA,Skokholm,06/09/2020,Faeces,Shield,NA,X041A1F335E,NA,18.5,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Sample946,Sample946,UK,Wild,NA,NA,Skokholm,19/04/2021,Faeces,Shield,NA,SK0330,NA,21.4,Male,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
